ID,Address,AssessedValue
020 116 608,190    CLIFTON ST  ,"835,100"
020 116 609,186    CLIFTON ST  ,"708,600"
020 116 610,150    SUMMER ST  ,"1,135,800"
020 116 611,144 REAR  SUMMER ST  ,"556,600"
020 116 612,134    SUMMER ST  ,"11,058,000"
020 116 613,13    ROCKLAND AV  ,"1,105,900"
020 116 614,17    ROCKLAND AV  ,"902,300"
020 116 615,7    ROCKLAND PK  ,"768,600"
020 116 616,5    ROCKLAND PK  ,"733,100"
020 116 617,1 3  ROCKLAND PK  ,"991,600"
020 116 618,23 25  ROCKLAND AV  ,"1,146,300"
020 116 619,27    ROCKLAND AV  ,"848,100"
020 119 901 1,87 U-1  CEDAR ST  ,"326,900"
020 119 901 10,87 U-10  CEDAR ST  ,"358,100"
020 119 901 11,87 U-11  CEDAR ST  ,"279,100"
020 119 901 12,87 U-12  CEDAR ST  ,"277,600"
020 119 901 2,87 U-2  CEDAR ST  ,"329,700"
020 119 901 3,87 U-3  CEDAR ST  ,"240,500"
020 119 901 4,87 U-4  CEDAR ST  ,"265,500"
020 119 901 5,87 U-5  CEDAR ST  ,"327,700"
020 119 901 6,87 U-6  CEDAR ST  ,"277,300"
020 119 901 7,87 U-7  CEDAR ST  ,"268,800"
020 119 901 8,87 U-8  CEDAR ST  ,"279,700"
020 119 901 9,87 U-9  CEDAR ST  ,"291,500"
020 119 902,40    ROCKLAND AV  ,"5,289,800"
020 119 903X,22 24  ROCKLAND AV  ,"1,350,500"
020 119 903Y,26 28  ROCKLAND AV  ,"1,279,900"
020 119 903Z,30 32  ROCKLAND AV  ,"1,372,400"
020 119 904 11,20    ROCKLAND AV 1L,"410,900"
020 119 904 12,20    ROCKLAND AV 1R,"440,200"
020 119 904 2,20    ROCKLAND AV 2,"513,900"
020 119 904 3,20    ROCKLAND AV 3,"563,600"
020 119 905 01,14    ROCKLAND AV 1,"430,000"
020 119 905 02,14    ROCKLAND AV 2,"406,900"
020 119 905 03,14    ROCKLAND AV 3,"413,000"
020 119 905 04,14    ROCKLAND AV 4,"423,700"
020 119 905 05,14    ROCKLAND AV 5,"635,900"
020 119 906,8    ROCKLAND AV  ,"836,600"
020 119 907,120    SUMMER ST  ,"2,772,000"
020 119 908,110    SUMMER ST  ,"1,029,100"
020 119 909 1,102    SUMMER ST 1,"555,900"
020 119 909 2,102    SUMMER ST 2,"551,200"
020 119 909 3,102    SUMMER ST 3,"566,900"
020 119 909 4,102    SUMMER ST 4,"554,400"
020 119 910,11    CHESTNUT ST  ,"858,700"
020 119 911,19    CHESTNUT ST  ,"1,189,700"
020 119 912A,23    CHESTNUT ST  ,"988,800"
020 119 912B,25    CHESTNUT ST  ,"1,209,300"
020 119 913,31    CHESTNUT ST  ,"940,900"
020 119 914,33 35  CHESTNUT ST  ,"1,119,200"
020 120 001,63    MAPLE ST  ,"957,900"
020 120 002,67    CEDAR ST  ,"997,900"
020 120 003 1,63    CEDAR ST 1,"553,000"
020 120 003 2,65    CEDAR ST 2,"553,000"
020 120 004,69 71  CEDAR ST  ,"2,338,300"
020 120 005,75    CEDAR ST  ,"859,700"
020 120 006,77    CEDAR ST  ,"696,700"
020 120 007,36 38  CHESTNUT ST  ,"919,000"
020 120 008,32 34  CHESTNUT ST  ,"815,400"
020 120 009 100,20    CHESTNUT ST 100,"329,900"
020 120 009 101,20    CHESTNUT ST 101,"369,000"
020 120 009 102,20    CHESTNUT ST 102,"320,800"
020 120 009 103,20    CHESTNUT ST 103,"247,200"
020 120 009 104,20    CHESTNUT ST 104,"245,600"
020 120 009 105,20    CHESTNUT ST 105,"316,400"
020 120 009 106,20    CHESTNUT ST 106,"365,600"
020 120 009 201,20    CHESTNUT ST 201,"366,200"
020 120 009 202,20    CHESTNUT ST 202,"326,100"
020 120 009 203,20    CHESTNUT ST 203,"250,900"
020 120 009 204,20    CHESTNUT ST 204,"249,100"
020 120 009 205,20    CHESTNUT ST 205,"316,400"
020 120 009 206,20    CHESTNUT ST 206,"374,600"
020 120 009 301,20    CHESTNUT ST 301,"369,600"
020 120 009 302,20    CHESTNUT ST 302,"324,100"
020 120 009 303,20    CHESTNUT ST 303,"248,800"
020 120 009 304,20    CHESTNUT ST 304,"247,500"
020 120 009 305,20    CHESTNUT ST 305,"315,700"
020 120 009 306,20    CHESTNUT ST 306,"369,000"
020 120 009 401,20    CHESTNUT ST 401,"372,900"
020 120 009 402,20    CHESTNUT ST 402,"324,500"
020 120 009 403,20    CHESTNUT ST 403,"249,500"
020 120 009 404,20    CHESTNUT ST 404,"247,500"
020 120 009 405,20    CHESTNUT ST 405,"316,500"
020 120 009 406,20    CHESTNUT ST 406,"376,100"
020 120 009B,24 26  CHESTNUT ST  ,"1,068,200"
020 120 010,14    CHESTNUT ST  ,"1,232,400"
020 120 011,96    SUMMER ST  ,"1,135,000"
020 120 012,     SUMMER ST  ,"478,700"
020 120 013,82    SUMMER ST  ,"3,418,100"
020 120 014,74 80B  SUMMER ST  ,"3,675,200"
020 120 015,33    MAPLE ST  ,"6,723,900"
020 120 016,37    MAPLE ST  ,"1,111,700"
020 120 017,41    MAPLE ST  ,"1,054,200"
020 120 018,45    MAPLE ST  ,"869,300"
020 120 019,51    MAPLE ST  ,"685,200"
020 120 020,53    MAPLE ST  ,"700,100"
020 120 021,59    MAPLE ST  ,"725,300"
020 120 023,28 30  CHESTNUT ST  ,"1,604,900"
020 121 101,85    MAPLE ST  ,"927,100"
020 121 102,15    IVY RD  ,"785,000"
020 121 103,17    IVY RD  ,"710,300"
020 121 104,21 25  IVY RD  ,"936,200"
020 121 105,31    IVY RD  ,"742,500"
020 121 106,33    IVY RD  ,"709,200"
020 121 107,37    IVY RD  ,"760,300"
020 121 108,39    IVY RD  ,"774,400"
020 121 109,43    IVY RD  ,"632,000"
020 121 110,100    CEDAR ST  ,"657,200"
020 121 111,96    CEDAR ST  ,"817,700"
020 121 112,92    CEDAR ST  ,"688,600"
020 121 113,90    CEDAR ST  ,"890,100"
020 121 114,80    CEDAR ST  ,"942,100"
020 121 115,76    CEDAR ST  ,"1,113,400"
020 121 116,70    CEDAR ST  ,"832,100"
020 121 117,68    CEDAR ST  ,"725,700"
020 121 118,68 A  CEDAR ST  ,"927,600"
020 121 119,60 62  CEDAR ST  ,"1,000,200"
020 121 120,79    MAPLE ST  ,"955,700"
020 121 121,81    MAPLE ST  ,"1,071,500"
020 122 201 01,95 99  MAPLE ST 1,"362,300"
020 122 201 02,95 99  MAPLE ST 2,"352,300"
020 122 201 03,95 99  MAPLE ST 3,"357,600"
020 122 201 04,95 99  MAPLE ST 4,"350,200"
020 122 201 05,95 99  MAPLE ST 5,"353,800"
020 122 201 06,95 99  MAPLE ST 6,"344,900"
020 122 201 07,95 99  MAPLE ST 7,"429,400"
020 122 201 08,95 99  MAPLE ST 8,"345,800"
020 122 201 09,95 99  MAPLE ST 9,"438,400"
020 122 201 10,95 99  MAPLE ST 10,"441,700"
020 122 201 11,95 99  MAPLE ST 11,"516,500"
020 122 201 12,95 99  MAPLE ST 12,"525,600"
020 122 201 14,95 99  MAPLE ST 14,"362,000"
020 122 201 15,95 99  MAPLE ST 15,"358,900"
020 122 201 16,95 99  MAPLE ST 16,"377,600"
020 122 201 17,95 99  MAPLE ST 17,"353,600"
020 122 201 18,95 99  MAPLE ST 18,"512,800"
020 122 201 19,95 99  MAPLE ST 19,"515,000"
020 122 201 20,95 99  MAPLE ST 20,"430,500"
020 122 201 21,95 99  MAPLE ST 21,"430,700"
020 122 201 22,95 99  MAPLE ST 22,"6,800"
020 122 202,17    ALPINE ST  ,"657,400"
020 122 203 A,37    ALPINE ST A,"546,300"
020 122 203 B,37    ALPINE ST B,"548,600"
020 122 203 C,37    ALPINE ST C,"422,900"
020 122 204,41    ALPINE ST  ,"786,700"
020 122 205,78    ROCKLAND AV  ,"837,900"
020 122 206,74 76  ROCKLAND AV  ,"914,700"
020 122 207,70    ROCKLAND AV  ,"767,600"
020 122 208,44    IVY RD  ,"628,700"
020 122 209,40    IVY RD  ,"753,000"
020 122 210,16    IVY RD  ,"706,700"
020 122 211 01,27 U1  ALPINE ST  ,"483,900"
020 122 211 02,27 U2  ALPINE ST  ,"455,600"
020 122 211 03,27 U3  ALPINE ST  ,"455,800"
020 122 211 04,27 U4  ALPINE ST  ,"432,200"
020 122 211 05,27 U5  ALPINE ST  ,"461,600"
020 122 211 06,27 U6  ALPINE ST  ,"464,100"
020 122 211 07,27 U7  ALPINE ST  ,"412,600"
020 122 211 08,27 U8  ALPINE ST  ,"501,400"
020 122 211 09,27 U9  ALPINE ST  ,"465,900"
020 122 211 10,27 U10  ALPINE ST  ,"476,500"
020 122 211 11,27 U11  ALPINE ST  ,"501,700"
020 122 211 12,27 U12  ALPINE ST  ,"500,200"
020 122 211 14,27 U14  ALPINE ST  ,"496,000"
020 122 211 15,27 U15  ALPINE ST  ,"411,500"
020 122 211 16,27 U16  ALPINE ST  ,"429,700"
020 122 211 17,27 U17  ALPINE ST  ,"483,900"
020 122 211 18,27 U18  ALPINE ST  ,"455,200"
020 123 301,41    DEXTER ST  ,"1,527,400"
020 123 302,49    DEXTER ST  ,"877,900"
020 123 303,55    DEXTER ST  ,"827,800"
020 123 304,57 59  DEXTER ST  ,"991,200"
020 123 305,67    DEXTER ST  ,"1,385,000"
020 123 306,88    ROCKLAND AV  ,"851,700"
020 123 307,40    ALPINE ST  ,"796,800"
020 123 308,36    ALPINE ST  ,"1,141,500"
020 123 309,24    ALPINE ST  ,"1,711,500"
020 123 311,16    ALPINE ST  ,"1,523,400"
020 123 312,109    MAPLE ST  ,"796,700"
020 123 313,117    MAPLE ST  ,"1,477,600"
020 123 314,8    ALPINE ST  ,"631,400"
021 117 701,101 109  SUMMER ST  ,"13,921,900"
021 117 702,117    SUMMER ST  ,"6,659,800"
021 117 703,     SUMMER ST  ,"414,200"
021 117 704,127    SUMMER ST  ,"1,181,200"
021 117 705,131    SUMMER ST  ,"1,235,100"
021 117 706,135    SUMMER ST  ,"3,425,300"
021 117 707,141    SUMMER ST  ,"1,152,500"
021 117 708,145    SUMMER ST  ,"1,038,200"
021 117 709,160    CLIFTON ST  ,"667,200"
021 117 710,154    CLIFTON ST  ,"801,100"
021 117 711,152    CLIFTON ST  ,"786,600"
021 117 712 1,146    CLIFTON ST 1,"394,300"
021 117 712 10,146    CLIFTON ST 10,"396,900"
021 117 712 11,146    CLIFTON ST 11,"404,700"
021 117 712 12,146    CLIFTON ST 12,"415,300"
021 117 712 2,146    CLIFTON ST 2,"398,900"
021 117 712 3,146    CLIFTON ST 3,"399,300"
021 117 712 4,146    CLIFTON ST 4,"389,600"
021 117 712 5,146    CLIFTON ST 5,"397,200"
021 117 712 6,146    CLIFTON ST 6,"401,600"
021 117 712 7,146    CLIFTON ST 7,"399,300"
021 117 712 8,146    CLIFTON ST 8,"399,200"
021 117 712 9,146    CLIFTON ST 9,"397,300"
021 117 713,60    LINCOLN ST  ,"1,125,700"
021 117 714,56    LINCOLN ST  ,"974,800"
021 117 715,50    LINCOLN ST  ,"972,300"
021 117 716,40    LINCOLN ST  ,"823,500"
021 117 717,34    LINCOLN ST  ,"965,100"
021 117 718,32    LINCOLN ST  ,"538,600"
021 117 719,16    LINCOLN ST  ,"1,181,500"
021 117 720,12    LINCOLN ST  ,"985,100"
021 117 721,46    LINCOLN ST  ,"1,127,500"
021 118 801,89    SUMMER ST  ,"2,717,700"
021 118 802,14 18  MOUNTAIN AV  ,"494,200"
021 118 803,17    LINCOLN ST  ,"447,500"
021 118 804,24    MOUNTAIN AV  ,"993,700"
021 118 805,19    LINCOLN ST  ,"865,200"
021 118 806,21    LINCOLN ST  ,"851,800"
021 118 807,25    LINCOLN ST  ,"1,113,700"
021 118 808,29    LINCOLN ST  ,"799,000"
021 118 809,27    LINCOLN ST  ,"786,100"
021 118 810,31 33  LINCOLN ST  ,"916,000"
021 118 811,35    LINCOLN ST  ,"1,102,500"
021 118 812,37 39  LINCOLN ST  ,"742,200"
021 118 813,41    LINCOLN ST  ,"966,200"
021 118 814,45    LINCOLN ST  ,"781,000"
021 118 815 1,49    LINCOLN ST  ,"382,100"
021 118 815 2,49    LINCOLN ST  ,"297,500"
021 118 815 3,49    LINCOLN ST  ,"281,600"
021 118 816,55    LINCOLN ST  ,"3,888,100"
021 118 817,61    LINCOLN ST  ,"813,400"
021 118 818,140    CLIFTON ST  ,"788,900"
021 118 819,136    CLIFTON ST  ,"879,200"
021 118 820,134    CLIFTON ST  ,"775,200"
021 118 821,130    CLIFTON ST  ,"550,500"
021 118 822,126    CLIFTON ST  ,"525,600"
021 118 824,120 124  CLIFTON ST  ,"277,800"
021 118 825 1,57 59  LINCOLN ST  ,"633,000"
021 118 825 2,57 59  LINCOLN ST  ,"634,600"
021 118 825 3,57 59  LINCOLN ST  ,"633,000"
021 118 825 4,57 59  LINCOLN ST  ,"634,600"
021 131 101,53    SUMMER ST  ,"1,433,200"
021 131 102,67 73  SUMMER ST  ,"1,629,900"
021 131 103,77    SUMMER ST  ,"1,671,100"
021 253 302,43    FLORENCE ST  ,"1,492,400"
021 253 303,45 REAR  FLORENCE ST  ,"610,700"
021 253 304,0    FLORENCE ST  ,"66,800"
021 253 305,47    FLORENCE ST  ,"710,300"
021 253 306Z,20 24B  CLEMENT ST  ,"1,477,200"
021 253 307,26    CLEMENT ST  ,"902,000"
021 253 308,32    CLEMENT ST  ,"598,500"
021 253 309,36 37  CLEMENT ST  ,"900,500"
021 253 310,41    MOUNTAIN AV  ,"675,100"
021 253 311,47    MOUNTAIN AV  ,"781,400"
021 253 312 20,20    EVERETT ST 20,"580,300"
021 253 312 22,22    EVERETT ST 22,"544,900"
021 253 313,18    EVERETT ST  ,"1,040,000"
021 253 314,16    EVERETT ST  ,"661,500"
021 253 315,4    EVERETT ST  ,"697,900"
021 253 316,17    CLEMENT ST  ,"879,600"
021 253 317,23    CLEMENT ST  ,"943,700"
021 253 318,27 29  CLEMENT ST  ,"895,500"
021 253 319,35    CLEMENT ST  ,"739,500"
021 253 320,30    CLEMENT ST  ,"637,800"
021 253 321,28    CLEMENT ST  ,"636,800"
021 253 322,14 16  CLEMENT ST  ,"3,150,900"
021 253 323,12    CLEMENT ST  ,"773,500"
021 253 324,37    FLORENCE ST  ,"1,254,100"
021 253 325,10 12  EVERETT ST  ,"813,500"
021 254 401,25    FLORENCE ST  ,"554,700"
021 254 402,9    CLEMENT ST  ,"1,126,300"
021 254 403 1,18 U-1  MAUDE ST  ,"503,100"
021 254 403 2,18 U-2  MAUDE ST  ,"496,800"
021 254 405,54    WASHINGTON ST  ,"1,031,500"
021 254 406,48    WASHINGTON ST  ,"1,346,700"
021 254 407,15    FLORENCE ST  ,"234,200"
021 255 501 1,1 U-1  MAUDE ST  ,"418,600"
021 255 501 10,1 U-10  MAUDE ST  ,"517,100"
021 255 501 11,1 U-11  MAUDE ST  ,"416,600"
021 255 501 2,1 U-2  MAUDE ST  ,"455,600"
021 255 501 3,1 U-3  MAUDE ST  ,"419,200"
021 255 501 4,1 U-4  MAUDE ST  ,"419,200"
021 255 501 5,1 U-5  MAUDE ST  ,"432,100"
021 255 501 6,1 U-6  MAUDE ST  ,"430,900"
021 255 501 7,1 U-7  MAUDE ST  ,"472,800"
021 255 501 8,1 U-8  MAUDE ST  ,"451,700"
021 255 501 9,1 U-9  MAUDE ST  ,"430,900"
021 255 503,17    EVERETT ST  ,"788,400"
021 255 504,21    EVERETT ST  ,"596,200"
021 255 505,27    EVERETT ST  ,"575,900"
021 255 506,59    MOUNTAIN AV  ,"1,234,200"
021 255 507,78    WASHINGTON ST  ,"859,300"
021 255 508,72 74  WASHINGTON ST  ,"1,598,500"
021 255 509,68 70  WASHINGTON ST  ,"4,911,600"
021 850 001,36    MOUNTAIN AV  ,"257,700"
021 850 002,50    EVERETT ST  ,"528,800"
021 850 003,46    EVERETT ST  ,"803,600"
021 850 004,44    EVERETT ST  ,"719,600"
021 850 005,42 44  MOUNTAIN AV  ,"733,000"
021 851 101,54    MOUNTAIN AV  ,"3,698,600"
021 851 102 12,12    WASHINGTON PL  ,"767,200"
021 851 102 14,14    WASHINGTON PL  ,"885,200"
021 851 103,43    EVERETT ST  ,"701,900"
021 851 104,45    EVERETT ST  ,"914,400"
021 851 105,47    EVERETT ST  ,"512,900"
021 851 106A,106 A-B  WASHINGTON ST  ,"903,600"
021 851 106B,11 17  WASHINGTON PL  ,"1,230,000"
021 851 106C,20    WASHINGTON PL  ,"555,300"
021 851 107,130    WASHINGTON ST  ,"312,000"
021 851 108,126    WASHINGTON ST  ,"961,100"
021 851 109,122    WASHINGTON ST  ,"990,000"
021 851 110,118    WASHINGTON ST  ,"757,000"
021 851 111,112    WASHINGTON ST  ,"736,500"
021 851 112,100    WASHINGTON ST  ,"1,033,600"
021 851 113,96    WASHINGTON ST  ,"822,800"
021 851 114,92    WASHINGTON ST  ,"775,900"
021 851 115,58    MOUNTAIN AV  ,"626,600"
022 128 801 01,21 U-1  ELM ST  ,"361,800"
022 128 801 02,21 U-3  ELM ST  ,"387,400"
022 128 801 03,21 U-4  ELM ST  ,"396,000"
022 128 801 04,21 U-5  ELM ST  ,"372,200"
022 128 801 05,21 U-6  ELM ST  ,"366,700"
022 128 801 06,1 U-1  DEXTER ST  ,"392,400"
022 128 801 07,1 U-2  DEXTER ST  ,"358,200"
022 128 801 08,1 U-3  DEXTER ST  ,"390,400"
022 128 801 09,1 U-4  DEXTER ST  ,"397,600"
022 128 801 10,1 U-5  DEXTER ST  ,"367,000"
022 128 801 11,1 U-6  DEXTER ST  ,"364,300"
022 128 801 12,5 U-1  DEXTER ST  ,"339,800"
022 128 801 13,5 U-2  DEXTER ST  ,"345,300"
022 128 801 14,5 U-3  DEXTER ST  ,"342,200"
022 128 801 15,5 U-4  DEXTER ST  ,"341,700"
022 128 801 16,5 U-5  DEXTER ST  ,"349,100"
022 128 801 17,5 U-6  DEXTER ST  ,"344,000"
022 128 801 18,9 U-1  DEXTER ST  ,"364,800"
022 128 801 19,9 U-2  DEXTER ST  ,"364,200"
022 128 801 20,9 U-3  DEXTER ST  ,"364,200"
022 128 801 21,9 U-5  DEXTER ST  ,"403,600"
022 128 801 22,9 U-6  DEXTER ST  ,"367,000"
022 128 801 23,13 U-1  DEXTER ST  ,"363,300"
022 128 801 24,13 U-2  DEXTER ST  ,"364,700"
022 128 801 25,13 U-5  DEXTER ST  ,"429,700"
022 128 801 26,13 U-6  DEXTER ST  ,"394,900"
022 128 801 27,17 U-1  DEXTER ST  ,"401,800"
022 128 801 28,17 U-3  DEXTER ST  ,"378,100"
022 128 801 29,17 U-4  DEXTER ST  ,"450,200"
022 128 801 30,17 U-5  DEXTER ST  ,"422,800"
022 128 801 31,17 U-6  DEXTER ST  ,"380,900"
022 128 801 32,108 U-1  MAPLE ST  ,"342,400"
022 128 801 33,108 U-4  MAPLE ST  ,"368,200"
022 128 801 34,108 U-5  MAPLE ST  ,"347,900"
022 128 801 35,108 U-6  MAPLE ST  ,"344,100"
022 128 801 36,112 U-1  MAPLE ST  ,"360,500"
022 128 801 37,112 U-2  MAPLE ST  ,"407,300"
022 128 801 38,112 U-3  MAPLE ST  ,"377,100"
022 128 801 39,112 U-5  MAPLE ST  ,"429,800"
022 128 801 40,112 U-6  MAPLE ST  ,"387,700"
022 128 801 41,17 U-2  DEXTER ST  ,"407,300"
022 128 801 42,13 U-4  DEXTER ST  ,"392,400"
022 128 801 43,13 U-3  DEXTER ST  ,"392,400"
022 128 801 44,9 U-4  DEXTER ST  ,"364,400"
022 128 801 45,21 U-2  ELM ST  ,"364,800"
022 128 801 46,112 U-4  MAPLE ST  ,"388,500"
022 128 801 47,112 U-B  MAPLE ST  ,"370,100"
022 128 801 48,108 U-3  MAPLE ST  ,"355,800"
022 128 801 49,108 U-2  MAPLE ST  ,"342,900"
022 128 802,122    MAPLE ST  ,"1,201,200"
022 128 803,86 96  MAPLE ST  ,"10,878,200"
022 128 804,82    MAPLE ST  ,"970,900"
022 128 805,76 78  MAPLE ST  ,"1,134,800"
022 128 806,50 52  CEDAR ST  ,"900,100"
022 128 807,44 46  CEDAR ST  ,"1,043,800"
022 128 808,40    CEDAR ST  ,"1,025,900"
022 128 809,28    CEDAR ST  ,"1,056,400"
022 128 810,24    PLEASANT STREET PK  ,"732,900"
022 128 811,345    PLEASANT ST  ,"1,974,800"
022 128 812A,349 A  PLEASANT ST  ,"6,410,300"
022 128 812B,349 B  PLEASANT ST  ,"6,056,800"
022 128 812C,349 C  PLEASANT ST  ,"4,654,000"
022 128 813,5    ELM ST  ,"8,708,600"
022 128 814,     CEDAR ST  ,"432,900"
022 128 815,34    CEDAR ST  ,"896,100"
022 129 901,339    PLEASANT ST  ,"1,257,800"
022 129 902,12    CEDAR ST  ,"1,508,300"
022 129 903,     CEDAR ST  ,"293,100"
022 130 001,321    PLEASANT ST  ,"1,118,000"
022 130 002,15    CEDAR ST  ,"1,943,800"
022 130 003,19    CEDAR ST  ,"744,700"
022 130 004,21    CEDAR ST  ,"677,000"
022 130 005,27    CEDAR ST  ,"2,026,100"
022 130 006,33    CEDAR ST  ,"998,800"
022 130 007,45    CEDAR ST  ,"944,600"
022 130 008,47    CEDAR ST  ,"788,000"
022 130 009,64    MAPLE ST  ,"865,000"
022 130 010,58    MAPLE ST  ,"1,041,500"
022 130 011,54    MAPLE ST  ,"819,800"
022 130 012,52    MAPLE ST  ,"928,600"
022 130 013,48    MAPLE ST  ,"1,202,500"
022 130 014,48 A & B  MAPLE ST  ,"854,000"
022 130 015,36    MAPLE ST  ,"4,453,100"
022 130 016,44 46  MAPLE ST  ,"883,200"
022 130 017,40 42  MAPLE ST  ,"896,200"
022 130 018,30 32  MAPLE ST  ,"1,236,900"
022 130 019,54 72  SUMMER ST  ,"8,249,000"
022 130 020,50 52  SUMMER ST  ,"2,200,400"
022 130 021,9    HARNDEN RD  ,"1,006,300"
022 130 022,11    HARNDEN RD  ,"1,262,300"
022 130 023,13    HARNDEN RD  ,"919,000"
022 130 024,18    EVELYN PL  ,"1,081,600"
022 130 025,19 21  HARNDEN RD  ,"862,900"
022 130 026,37 37A  CEDAR ST  ,"2,653,700"
022 130 027,22    HARNDEN RD  ,"971,500"
022 130 028,28 32  EVELYN PL  ,"1,103,200"
022 130 029,14    EVELYN PL  ,"870,900"
022 130 030,4 6  EVELYN PL  ,"851,200"
022 130 034,5    HARNDEN RD  ,"1,117,900"
022 132 201,10 20  SUMMER ST  ,"72,709,498"
023 110 001,     PLEASANT ST  ,"333,500"
023 111 101,467    PLEASANT ST  ,"913,700"
023 111 102,21    PROSPECT ST  ,"720,000"
023 111 103,25    PROSPECT ST  ,"704,800"
023 111 104,5    OVERLOOK PK  ,"665,800"
023 111 105,11    OVERLOOK PK  ,"739,500"
023 111 106,15    OVERLOOK PK  ,"638,000"
023 111 107,18    OVERLOOK PK  ,"550,900"
023 111 108,14    OVERLOOK PK  ,"634,000"
023 111 109,12    OVERLOOK PK  ,"621,300"
023 111 110,33    PROSPECT ST  ,"605,300"
023 111 111,37    PROSPECT ST  ,"658,300"
023 111 112,39    PROSPECT ST  ,"518,700"
023 111 113,45    PROSPECT ST  ,"1,003,900"
023 111 114A,OFF    PROSPECT ST  ,"43,900"
023 111 114B,     MAPLE ST  ,"45,700"
023 111 114C,460 A  HIGHLAND AV  ,"1,144,400"
023 111 114D,464    HIGHLAND AV  ,"1,679,400"
023 111 114E,235    FELLSWAY EAST  ,"1,517,900"
023 111 115,49    PROSPECT ST  ,"839,700"
023 111 116,233    FELLSWAY EAST  ,"825,400"
023 111 117,208    MAPLE ST  ,"1,020,600"
023 111 118,198 200  MAPLE ST  ,"1,017,900"
023 111 120,472    HIGHLAND AV  ,"928,000"
023 111 121,456    HIGHLAND AV  ,"1,164,200"
023 111 122,452    HIGHLAND AV  ,"1,117,800"
023 111 123,446    HIGHLAND AV  ,"1,220,500"
023 111 124,440    HIGHLAND AV  ,"992,000"
023 111 125,438    HIGHLAND AV  ,"860,700"
023 111 126,105    ELM ST  ,"1,212,600"
023 111 127,8    CLIFFSIDE TR  ,"859,200"
023 111 128,6    CLIFFSIDE TR  ,"1,189,300"
023 111 129,459 461  PLEASANT ST  ,"1,005,700"
023 111 130,     HIGHLAND AV  ,"285,700"
023 125 501,445    HIGHLAND AV  ,"1,101,500"
023 125 502,453    HIGHLAND AV  ,"973,000"
023 125 503,455 457  HIGHLAND AV  ,"943,700"
023 125 504,465    HIGHLAND AV  ,"1,004,100"
023 125 505,461 463  HIGHLAND AV  ,"932,500"
023 125 506,471    HIGHLAND AV  ,"704,800"
023 125 507,469    HIGHLAND AV  ,"1,125,900"
023 125 508,170 172  MAPLE ST  ,"8,768,600"
023 125 509,162    MAPLE ST  ,"807,200"
023 125 510,160    MAPLE ST  ,"984,800"
023 125 511,158    MAPLE ST  ,"992,000"
023 125 512,26    HAWTHORNE ST  ,"644,500"
023 125 513,22    HAWTHORNE ST  ,"1,033,900"
023 125 514,16    HAWTHORNE ST  ,"1,036,300"
023 125 515,65    ELM ST  ,"989,100"
023 125 516,69    ELM ST  ,"1,207,900"
023 125 517,75    ELM ST  ,"1,387,100"
023 125 518,12    HAWTHORNE ST  ,"915,900"
023 126 601,3    HAWTHORNE ST  ,"1,277,400"
023 126 602,9    HAWTHORNE ST  ,"900,600"
023 126 603,15 17  HAWTHORNE ST  ,"968,600"
023 126 604,21    HAWTHORNE ST  ,"983,900"
023 126 605,25    HAWTHORNE ST  ,"1,053,500"
023 126 606,148    MAPLE ST  ,"1,160,000"
023 126 607,144    MAPLE ST  ,"943,000"
023 126 608,26    DEXTER ST  ,"1,102,800"
023 126 609,22    DEXTER ST  ,"905,100"
023 126 610,10    DEXTER ST  ,"2,852,500"
024 109 901,     FELLSMERE RD  ,"918,800"
025 104 401,100    HOSPITAL RD  ,"24,956,700"
025 105 501,57    HOSPITAL RD  ,"1,851,900"
025 105 504,154    SAVIN ST  ,"860,100"
025 105 505,148    SAVIN ST  ,"669,000"
025 105 506,142    SAVIN ST  ,"743,400"
025 105 507,54    FELLSMERE RD  ,"647,600"
025 105 508,48    FELLSMERE RD  ,"683,400"
025 105 509,42    FELLSMERE RD  ,"846,200"
025 105 510,98    WEST BORDER RD  ,"741,300"
025 105 511,94    WEST BORDER RD  ,"782,900"
025 105 512,90    WEST BORDER RD  ,"664,300"
025 105 513,86    WEST BORDER RD  ,"680,400"
025 105 516,178    SAVIN ST  ,"6,114,700"
025 106 601,     FELLSMERE RD  ,"12,064,800"
026 107 701,557    PLEASANT ST  ,"23,098,500"
026 108 801,3    VISTA ST  ,"727,000"
026 108 802,19    VISTA ST  ,"802,900"
026 108 803,21    VISTA ST  ,"622,500"
026 108 804,80    BOUNDARY RD  ,"961,400"
026 108 805,70 72  BOUNDARY RD  ,"1,077,400"
026 108 806,66    BOUNDARY RD  ,"977,800"
026 108 807,56    BOUNDARY RD  ,"663,200"
026 108 808,52    BOUNDARY RD  ,"735,300"
026 108 809,48    BOUNDARY RD  ,"682,300"
026 108 810,42    BOUNDARY RD  ,"948,200"
026 108 811,36    BOUNDARY RD  ,"778,000"
026 108 812,28    BOUNDARY RD  ,"830,500"
026 108 813,22 24  BOUNDARY RD  ,"864,800"
026 108 814,18 20  BOUNDARY RD  ,"1,030,600"
026 108 815,14    BOUNDARY RD  ,"940,700"
026 108 816,6    BOUNDARY RD  ,"705,100"
026 108 817,36    PROSPECT ST  ,"913,500"
026 108 818,28 30  PROSPECT ST  ,"1,053,200"
026 108 819,24 26  PROSPECT ST  ,"897,200"
026 108 820,20    PROSPECT ST  ,"1,067,500"
026 108 821,15    PROSPECT TR  ,"733,900"
026 108 823,23    PROSPECT TR  ,"922,900"
